Directory Depth,Directory Breadth,Sequence Length,Number of Sequences,Test Size Ratio,output 0,output 1,output 2,timestamp
5,3,50,5,0.1,"Accuracy: 5.00%
Training Time: 1.71 seconds",.gradio/flagged/output 1/17614067e74e75879c3d/confusion_matrix.png,.gradio/flagged/output 2/c29a106d71ebde77b285/prediction_trend.png,2024-12-18 14:23:06.448387
